qid,query,retrieval_gt,generation_gt,data_type,metadata
f6282451-acf5-47d7-8b21-0129ad026875,2025 세메스 x 충남창조경제혁신센터 Nexus Connect 오픈이노베이션 밋업 데이에서 지원 지역은 어디입니까?,"[array(['597'], dtype=object)]",['2025 세메스 x 충남창조경제혁신센터 Nexus Connect 오픈이노베이션 밋업 데이의 지원 지역은 전국입니다.' '전국'],announcements,{'dummy': None}
aaf4b25f-d39c-4ccf-b786-9aedab0bf011,투자유치 전략 세미나를 주최하는 기관은 무엇인가요?,"[array(['369'], dtype=object)]",['투자유치 전략 세미나를 주최하는 기관은 (재)서울경제진흥원입니다.' '서울경제진흥원(SBA)'],announcements,{'dummy': None}
fc4c0fb6-a034-4669-b062-5854cc0ec828,충남창업마루나비 제15회 비즈니스라운지(1:1멘토링) 프로그램의 지원 지역은 어디입니까?,"[array(['540'], dtype=object)]",['충남창업마루나비 제15회 비즈니스라운지(1:1멘토링) 프로그램의 지원 지역은 충남입니다.' '충남'],announcements,{'dummy': None}
c4a2ba4e-d540-4cf2-b84b-0ee3441d6644,관악 드림-온 아카데미의 '성장'창업트랙 교육은 어떤 분야에 초점을 두고 있나요?,"[array(['73'], dtype=object)]","[""관악 드림-온 아카데미의 '성장'창업트랙 교육은 창업교육에 초점을 두고 있습니다."" '창업교육']",announcements,{'dummy': None}
82b3fc81-54df-4d45-a0d5-ee64d02e05d5,달구벌여성창업보육센터에서 지원을 받을 수 있는 창업자의 연령 범위는 무엇입니까?,"[array(['136'], dtype=object)]","['달구벌여성창업보육센터에서 지원을 받을 수 있는 창업자의 연령 범위는 만 20세 미만부터 만 39세 이하까지입니다.'
 '만 20세 미만, 만 20세 이상 ~ 만 39세 이하, 만 40세 이상']",announcements,{'dummy': None}
83f01b91-dd98-45a3-bf07-517c21112ddc,스타트업 자금 정부지원사업 활용 전략 세미나의 지원 분야는 무엇입니까?,"[array(['557'], dtype=object)]","['스타트업 자금 정부지원사업 활용 전략 세미나의 지원 분야는 멘토링, 컨설팅, 교육입니다.' '멘토링ㆍ컨설팅ㆍ교육']",announcements,{'dummy': None}
18b920bb-c16e-4fbf-b3b8-b6b22b018362,외식 소상공인 상품개발 세미나는 어떤 분들이 신청할 수 있나요?,"[array(['438'], dtype=object)]","['외식 소상공인 상품개발 세미나는 외식 소상공인 또는 중소 식품업체 운영자와 푸드 창업에 관심 있는 예비창업자가 신청할 수 있습니다.'
 '외식 소상공인 또는 중소 식품업체 운영자, 푸드 창업에 관심 있는 예비창업자']",announcements,{'dummy': None}
b194495c-c412-47e1-8f20-ee37c19ebe9f,2025 충남콘텐츠코리아랩 비즈니스 코칭 프로그램의 지원 지역은何处？,"[array(['596'], dtype=object)]",['支持地区是忠南。\n\n根据文本内容，该计划的支援地区明确指出为“충남”，即韩国的忠南地区。' '충남'],announcements,{'dummy': None}
1411fbbb-ac81-4c96-abf7-aba1c8557fcd,마포비즈니스센터에서 신규입주기업 모집의 지원 지역은 어디입니까?,"[array(['164'], dtype=object)]",['마포비즈니스센터에서 신규입주기업 모집의 지원 지역은 서울입니다.' '서울'],announcements,{'dummy': None}
a91644fc-a49c-4177-83df-71273e34908d,2026년 충청남도에서 생활업종 창업을 예정인 청년은 어떤 자격을 갖춰야 지원 자격이 있나요?,"[array(['83'], dtype=object)]","['2026년 충청남도에서 생활업종 창업을 예정인 청년은 다음과 같은 자격을 갖춰야 합니다:\n\n1. 만 19세 이상부터 39세 이하의 나이 범위 내에 있어야 합니다 (1986.01.03 ~ 2007.01.02 출생자).\n2. 충청남도 내에서 생활업종 창업을 예정해야 합니다.\n3. 생활업종으로는 음식·숙박·도소매·서비스·제조업(특히 떡국떡, 떡볶이떡, 국수, 냉면, 간장, 된장, 고추장, 청국장, 두부 제조업 등)이 포함됩니다.\n\n이러한 자격 요건을 충족해야만 2026년 충청남도 창업창직 지원사업(생활업종)의 지원 대상이 됩니다.'
 '만 19세 이상부터 39세 이하']",announcements,{'dummy': None}
01ab1207-d72c-4cff-82da-4974460d66e7,오픈이노베이션 참가기업 모집의 지원 지역은 어디입니까?,"[array(['258'], dtype=object)]",['오픈이노베이션 참가기업 모집의 지원 지역은 전국입니다.' '전국'],announcements,{'dummy': None}
24e40027-76d5-4c54-b8e1-4e0a804a9830,스타트업 언론 홍보 지원사업의 지원 분야는 무엇입니까?,"[array(['193'], dtype=object)]",['스타트업 언론 홍보 지원사업의 지원 분야는 사업화입니다.' '사업화'],announcements,{'dummy': None}
5376fa42-40f9-4515-b750-b3546987c9fb,LAB STARTUP 창업문화 확산 세미나의 지원 지역은 어디입니까?,"[array(['454'], dtype=object)]",['LAB STARTUP 창업문화 확산 세미나의 지원 지역은 전국입니다.' '전국'],announcements,{'dummy': None}
579fec6c-77cc-4cc1-a0d7-0d1356570301,KOREA LBS DAY의 지원 지역은 어디입니까?,"[array(['133'], dtype=object)]",['KOREA LBS DAY의 지원 지역은 전국입니다.' '전국'],announcements,{'dummy': None}
f3097460-afa4-4010-a679-45ccf1d03334,2025년 제3차 경북센터 BI입주기업 모집 연장공고에서 지원 가능인의 최대 연령은 몇 살입니까?,"[array(['516'], dtype=object)]","['2025년 제3차 경북센터 BI입주기업 모집 연장공고에서 지원 가능인의 최대 연령은 39세입니다. 증거 문장은 ""대상 연령: 만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상"" 입니다.'
 '40세']",announcements,{'dummy': None}
a78c6fae-838a-4d2c-a8e9-3efa56c9e1cd," FUN딩런! 프로그램의 지원 지역은 어디입니까? 

답변: 지원 지역은 광주입니다.","[array(['442'], dtype=object)]",['질문: FUN딩런! 프로그램의 지원 지역은 어디입니까?\n\n답변: FUN딩런! 프로그램의 지원 지역은 광주입니다.' '광주'],announcements,{'dummy': None}
2b632f58-0a82-4678-897d-baa5cd34efd2,강동구 청년해냄센터에서 입주기업을 모집하는 지원 대상 연령은 얼마인가요?,"[array(['276'], dtype=object)]","['강동구 청년해냄센터에서 입주기업을 모집하는 지원 대상 연령은 만 20세 이상 ~ 만 39세 이하입니다.'
 '20세 이상 ~ 39세 이하']",announcements,{'dummy': None}
9cfa7eab-26f2-4ad9-86fc-02a0afea1d2d,ZUZU X KAIA 2025 제2회 MARK Build Up Day에서 지원 대상은 누구입니까?,"[array(['365'], dtype=object)]","['ZUZU X KAIA 2025 제2회 MARK Build Up Day의 지원 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업이며, 특히 AI 기술 기반의 스타트업, 생성형 AI, 머신러닝, 데이터 기반 기술 등 AI 관련 혁신 솔루션을 보유한 스타트업, 실제 투자자와 직접적인 연결과 피드백, 후속 미팅 기회를 원하는 기업을 대상으로 합니다.'
 '청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업']",announcements,{'dummy': None}
c41a1e2f-0f83-4e8d-b977-398a86c0834d,2026 상반기 오렌지플래닛 정기모집의 지원 분야는 무엇입니까?,"[array(['30'], dtype=object)]",['2026 상반기 오렌지플래닛 정기모집의 지원 분야는 시설ㆍ공간ㆍ보육입니다.' '시설ㆍ공간ㆍ보육'],announcements,{'dummy': None}
4c3fc8c3-1343-44fe-b106-70b01dbfc891,네이버와 당근을 활용한 실전 비즈니스 전략 교육을 누가 주최합니까?,"[array(['507'], dtype=object)]",['네이버와 당근을 활용한 실전 비즈니스 전략 교육은 한남대학교 창업지원단이 주최합니다.' '한남대학교 창업지원단'],announcements,{'dummy': None}
4fdf8ebe-6801-4fc0-b06a-c6ea18046eb3,3D프린터 활용의 이론부터 실습까지 하는 교육은 몇 차례로 구성되어 있나요?,"[array(['571'], dtype=object)]",['3D프린터 활용의 이론부터 실습까지 하는 교육은 3회차로 구성되어 있습니다.' '3회차'],announcements,{'dummy': None}
ad6d41ee-17fa-41a5-a40c-e54373653a14,북성로청년창업클러스터에서 모집하는 입주기업의 지원 분야는 무엇인가요?,"[array(['25'], dtype=object)]",['북성로청년창업클러스터에서 모집하는 입주기업의 지원 분야는 시설ㆍ공간ㆍ보육입니다.' '시설ㆍ공간ㆍ보육'],announcements,{'dummy': None}
7cd4e548-b9a8-4abb-925b-dbbb63333d10,LAB STARTUP 창업문화 확산 세미나는 어떤 대상자에게 지원됩니까?,"[array(['183'], dtype=object)]","['LAB STARTUP 창업문화 확산 세미나는 기술사업화, 기술창업에 관심 있는 모든 일반인, 연구성과 기반 창업을 고려하는 R&D 리서치 랩, 예비창업자 등을 대상으로 합니다. 또한, 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업도 지원 대상에 포함됩니다.'
 '청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업']",announcements,{'dummy': None}
86e0826b-e5fc-44fc-8645-fc91ff41bea1,화이버레이저커�疡eting기 장비교육의 지원 지역은 어디입니까?,"[array(['474'], dtype=object)]",['화이버레이저커팅기 장비교육의 지원 지역은 전국입니다.' '전국'],announcements,{'dummy': None}
41e873ad-c8b3-41a2-86d3-4818787aa726,2025년 서울바이오허브 글로벌 진출 성장 가속 프로그램의 참여 기업은 어떤 조건을 갖춰야 하나요?,"[array(['105'], dtype=object)]","['2025년 서울바이오허브 글로벌 진출 성장 가속 프로그램의 참여 기업은 다음과 같은 조건을 갖춰야 합니다.\n\n1. 서울 소재 설립 10년 이내의 바이오·의료 창업기업입니다.\n2. 해외 사업개발 담당자를 보유하고 있어야 합니다.\n3. 프로그램별 참여 조건에 해당해야 합니다.'
 '서울 소재 설립 10년 이내의 바이오·의료 창업기업이며, 해외 사업개발 담당자를 보유하고 있어야 한다.']",announcements,{'dummy': None}
8ba24064-4dda-44f0-9030-04d0abcf2a23,2026년도 에코스타트업 지원사업의 지원 지역은 어디입니까?,"[array(['64'], dtype=object)]",['2026년도 에코스타트업 지원사업의 지원 지역은 전국입니다.' '전국'],announcements,{'dummy': None}
56fd043b-9c6f-4e54-8d75-a9b4422ac2d7,오픈이노베이션 모집의 지원 지역은 어디인가요?,"[array(['491'], dtype=object)]",['오픈이노베이션 모집의 지원 지역은 서울입니다.' '서울'],announcements,{'dummy': None}
3a68a429-edd7-4a2b-ab00-dc847bef2bfe,2014년 창업맞춤형사업 협약체결 안내는 언제 발행되었습니다?,"[array(['content_110'], dtype=object)]",['2014년 창업맞춤형사업(창업기관 맞춤형) 협약체결 안내는 2014년 6월 27일 발행되었습니다.' '20140627'],content,{'dummy': None}
2bb86b3a-c292-4f4e-9fea-017f19618e92,2017년 창업도약패키지 지원사업 중견기업 연계 성장지원 분야의 지원 대상 창업기업 선정 공지는 언제 발표되었습니다?,"[array(['content_419'], dtype=object)]","['2017년 창업도약패키지 지원사업 중견기업 연계 성장지원 분야의 지원 대상 창업기업 선정 공지는 2017년 12월 28일에 발표되었습니다.'
 '20171228']",content,{'dummy': None}
47c2deb0-1606-47ae-8109-79117f3b448a,2019년 창업진흥원 청렴슬로건 공모전의 최종수상자는 누구였습니까?,"[array(['content_565'], dtype=object)]","['제공된 텍스트에는 최종수상자의 이름이 언급되어 있지 않습니다. 따라서 최종수상者的姓名无法从给定的文本中获取，提供的文本没有提到获奖者的名字。'
 '문제와 답변 형식을 따르지 않아도 됩니다. \n\n최종수상자 이름은文本过短，无法生成回答。请提供更多的信息或具体的获奖者名字。']",content,{'dummy': None}
c5b97e3d-0910-47f6-8791-da9badd5b6ba,2014년 엑셀러레이팅을 통한 (예비)창업기업 발굴 성장 지원사업은 언제 공고되었습니다?,"[array(['content_77'], dtype=object)]",['2014년 엑셀러레이팅을 통한 (예비)창업기업 발굴 성장 지원사업은 2014년 5월 26일에 공고되었습니다.' '20140526'],content,{'dummy': None}
b70e66c8-70d2-4496-bbcd-13063868be33,6월 창업기업 멘토링센터는 언제부터 이용 가능합니까?,"[array(['content_181'], dtype=object)]","['주어진 텍스트에서는 6월 창업기업 멘토링센터의 이용 가능 일시에 대한 정보가 명시되어 있지 않습니다. 따라서 정확한 답변을 제공할 수 없습니다. 이용 가능 일시에 대한 자세한 정보는 ""6월창업멘토링센터 이용 안내문.hwp"" 파일 또는 관리자에게 문의해 주세요.'
 '4월 4일 이후']",content,{'dummy': None}
36624d7a-addb-4023-b8c2-b8ce80c9bd47,2016년 창업도약패키지 지원사업의 평가 일정은 언제부터 시작됩니까?,"[array(['content_284'], dtype=object)]","['질문에 대한 답변을 제공하기 위해서는 Text에서 평가 일정的具体日期是哪一天？请从给定的文本中找到相关信息来回答这个问题。\n文本中的相关信息是：“2016년 창업도약패키지 지원사업 평가 일정 및 2차 접수 일정 안내”，这表示2016年创业飞跃套餐支持项目评估和第二阶段接收日程安排的通知。但是，具体的日期没有在提供的文本中给出。因此，根据当前的信息，我们无法确定2016年创业飞跃套餐支持项目的评估具体从什么时候开始。'
 '2016년 6월 17일부터 시작되었습니다.']",content,{'dummy': None}
c88eff4c-d5f6-45b0-b8a1-9ccc10d78423,2014년도 창업성장기술개발사업 투자연계 멘토링과제 사업설명회는 언제 열렸습니다?,"[array(['content_10'], dtype=object)]",['2014년도 창업성장기술개발사업 투자연계 멘토링과제 사업설명회는 2014년 2월 14일에 열렸습니다.' '20140214'],content,{'dummy': None}
1c4d613e-3aa5-4b0d-8fb0-ae31b7d0681c,창업사업화 지원사업 통합관리지침의 최초 공고일은 언제인가요?,"[array(['content_469'], dtype=object)]",['창업사업화 지원사업 통합관리지침의 최초 공고일은 2018년 8월 27일입니다.' '2018년 8월 27일'],content,{'dummy': None}
81236fd6-638a-4c32-b57d-7c8a03ef9514,경북테크노파크의 1인 창조기업 비즈니스 입주자 2차 모집 공고는 언제 발표되었습니다?,"[array(['content_78'], dtype=object)]","['경북테크노파크의 1인 창조기업 비즈니스 입주자 2차 모집 공고는 2014년 5월 28일에 발표되었습니다.'
 '2014년 5월 28일']",content,{'dummy': None}
5a9fb71d-c40b-4491-beba-734d76dfdbc1,2017년 청소년 비즈쿨 선정평가 결과는 언제 발표되었습니다?,"[array(['content_349'], dtype=object)]",['2017년 청소년 비즈쿨 선정평가 결과는 2017년 3월 17일에 발표되었습니다.' '2017년 3월 17일'],content,{'dummy': None}
f5978965-955c-4822-b534-0f0d74f4d457,경북테크노파크에서 1인 창조기업을 위한 비즈니스센터 입주기업을 모집하고 있습니다. 이 정보는 언제 발표되었습니다?,"[array(['content_55'], dtype=object)]","['질문의 답변은 ""2014년 5월 12일""입니다. 이 정보는 공고문의 등록일로부터 알 수 있습니다.' '2014년 5월 12일']",content,{'dummy': None}
58dcdeee-b591-4f61-9fde-1ea53b7657e2,2014년 어린이경제창업캠프는 언제부터 모집을 시작했습니까?,"[array(['content_118'], dtype=object)]","['주어진 텍스트에서는 2014년 어린이경제창업캠프의 모집 시작일에 대한 정보가 직접적으로 언급되어 있지 않습니다. 따라서 이 질문에 대한 정확한 답변을 제공할 수 없습니다. 제공된 정보만으로는 모집 시작 날짜를 알 수 없으므로, 추가 정보가 필요합니다.'
 '2014년 7월 14일']",content,{'dummy': None}
17cd9fec-c74b-4b53-81fa-ad6c5a72825a,새싹기업 우수사례집은 언제 만들어졌습니까?,"[array(['content_109'], dtype=object)]",['새싹기업 우수사례집은 2012년 만들어졌습니다.' '2012년'],content,{'dummy': None}
5bba1c6c-0885-409a-9ad4-d52791f407a6,경북창조경제혁신센터 센터장 채용 공고는 언제 발행되었습니다?,"[array(['content_588'], dtype=object)]",['경북창조경제혁신센터 센터장 채용 공고는 2019년 12월 16일 발행되었습니다.' '20191216'],content,{'dummy': None}
cb5c2e98-acf8-4450-bac7-b23f61d2cd6b,2017년 「재도전 성공패키지」지원사업 사업설명회는 언제 열렸습니까?,"[array(['content_369'], dtype=object)]","['질문에 답변하기 위해서는 실제 일정 날짜가 포함되어 있는 정보가 필요합니다. 하지만 주어진 텍스트에서는 「재도전 성공패키지」지원사업 사업설명회의 정확한 일시 정보가 제공되지 않았습니다. 제공된 정보만으로는 특정 날짜를 알 수 없습니다.'
 '2017년 6월 13일']",content,{'dummy': None}
2f387949-b7cb-4c80-b794-25a89be18275,2015년 창업맞춤형사업화 지원사업 창업기업 협약설명회(3차)는 언제 열렸습니다?,"[array(['content_234'], dtype=object)]",['2015년 창업맞춤형事业化支持创业企业合作协议说明会（第三批）于2015年11月5日举行。' '2015년 11월 5일'],content,{'dummy': None}
00d262b3-4be0-4d2b-8e7f-df269112b288,2014년도 창업선도대학 육성사업의 세부관리기준과 사업비 관리기준은 어떤 파일에 담겨져 있습니다?,"[array(['content_30'], dtype=object)]","['2014년도 창업선도대학 육성사업의 세부관리기준과 사업비 관리기준은 ""2014년 창업선도대학 육성사업 세부 관리기준_최종.hwp""와 ""2014년 창업선도대학 육성사업 사업비 관리기준_최종.hwp""这两个文件中。'
 '2014년 창업선도대학 육성사업 세부 관리기준_최종.hwp, 2014년 창업선도대학 육성사업 사업비 관리기준_최종.hwp']",content,{'dummy': None}
d645098f-f98e-4dc9-8ad7-ab2c4d848ddb,2015년 창업맞춤형사업화 지원사업(타부처·사업) 최종 선정기업 안내문은 언제 작성되었습니다?,"[array(['content_212'], dtype=object)]",['2015년 창업맞춤형事业化支持项目（跨部门·项目）最终选定企业公告是在2015年9月2日撰写的。' '20150902'],content,{'dummy': None}
dbaa705b-c6bc-4b26-b592-7d8eb1449b48,2015년 창업선도대학 육성사업 창업아이템 사업화 (예비)창업자 선정 공지는 언제 이루어졌습니다?,"[array(['content_184'], dtype=object)]","['2015년 창업선도대학 육성사업 창업아이템 사업화 (예비)창업자 선정 공지는 2015년 6월 8일 이루어졌습니다.'
 '2015년 6월 8일']",content,{'dummy': None}
ca62cbf5-e439-46a5-af6c-b1920bfcc4fa,2014년 담양군 1인 창조기업 비즈니스센터의 입주자 모집 공고는 언제 발표되었습니다?,"[array(['content_86'], dtype=object)]","['2014년 담양군 1인 창조기업 비즈니스센터의 입주자 모집 공고는 2014년 6월 2일에 발표되었습니다.'
 '2014년 6월 2일']",content,{'dummy': None}
4a00673e-7ade-494a-bdfd-445aea57202e,「BI 경쟁력 강화사업」이관에 따른 고객(개인)정보 이전 공지의 등록일은 언제입니까?,"[array(['content_2'], dtype=object)]",['「BI 경쟁력 강화사업」이관에 따른 고객(개인)정보 이전 공지의 등록일은 2014년 1월 6일입니다.' '20140106'],content,{'dummy': None}
bfe86116-0e3f-45d3-89a9-bc4a44a5e3cd,2019년 재도전 성공패키지 후속지원 프로그램에서 최종 선정된 재창업자의 명단이 공지되었습니다. 이 공지가 언제 발표되었는지 알려주세요.,"[array(['content_587'], dtype=object)]",['2019년 재도전 성공패키지 후속지원 프로그램의 최종 선정 결과는 2019년 12월 11일에 발표되었습니다.' '20191211'],content,{'dummy': None}
21c1fc3e-b6f8-4a92-8e91-9b94cc391c6d,2019년 메이커 문화확산 지원사업의 평가일정 안내는 어떤 파일에 포함되어 있습니까?,"[array(['content_535'], dtype=object)]","[""2019년 메이커 문화확산 지원사업의 평가일정 안내는 두 개의 파일에 포함되어 있습니다. 하나는 '[붙임2]’19년 메이커 문화확산 평가일정 안내(행사, 복합프로젝트, 찾아가는 메이커).pdf'이고, 다른一个是'[붙임1]’19년 메イker文化扩散评价日程安排包含在两个文件中。一个文件名为'[附录2]19年创客文化传播评价日程安排(活动, 复合项目, 去找的创客).pdf'，另一个文件名为'[附录1]19年创客文化传播评价日程安排(社团, 创作活动, 全球能力培养).pdf'。\n请注意，这里的翻译保持了原文的意思，但“去找的创客”可能需要根据上下文进一步明确，因为它在中文里可能不太自然。""
 '[붙임2],[붙임1]']",content,{'dummy': None}
224736dc-31c5-4e7e-b7de-b431b6e69711,2020년 무료 회계·세무 교육 참가 안내는 언제 등록되었습니다?,"[array(['content_596'], dtype=object)]",['2020년 무료 회계·세무 교육 참가 안내는 2020년 1월 30일에 등록되었습니다.' '20200130'],content,{'dummy': None}
a0537624-888b-4408-b69f-a727346bdaef,2017년 창업선도대학 육성사업 창업아이템 사업화 1차 (예비)창업자 모집 선정 결과는 언제 발표되었습니까?,"[array(['content_368'], dtype=object)]","['2017년 창업선도대학 육성사업 창업아이템 사업화 1차 (예비)창업자 모집 선정 결과는 2017년 5월 31일에 발표되었습니다.'
 '20170531']",content,{'dummy': None}
041b650e-b641-4095-9ce5-a57a2211000b,2019년 3D프린터 특화형 1인 창조기업 지원센터의 신규입주기업 선정 결과는 언제 발표되었습니다؟,"[array(['content_539'], dtype=object)]","['2019년 3D프린터 특화형 1인 창조기업 지원센터의 신규입주기업 선정 결과는 2019년 5월 8일에 발표되었습니다.'
 '20190508']",content,{'dummy': None}
e91d39d8-48c3-4553-9863-08cc7c20366b,2014년 창업맞춤형사업 (예비)창업자 멘토링평가 안내사항은 언제 발행되었습니다?,"[array(['content_72'], dtype=object)]",['2014년 창업맞춤형사업 (예비)창업자 멘토링평가 안내사항은 2014년 5월 23일에 발행되었습니다.' '20140523'],content,{'dummy': None}
c5f8e999-e871-42de-851d-1d16295cd9d7,2014년 3차 오퍼스이앤씨에서 1인 창조기업을 위한 비즈니스센터 입주자 모집공고를 했습니다. 이 모집공고는 언제 이루어졌나요?,"[array(['content_135'], dtype=object)]",['이 모집공고는 2014년 9월 15일에 이루어졌습니다.' '20140915'],content,{'dummy': None}
38f3c2f6-1159-4499-9204-9143df7eb3f3,2019년 창업도약패키지 성장촉진 상장촉진프로그램의 최종 선정 결과는 언제 발표되었습니다?,"[array(['content_556'], dtype=object)]","['2019년 창업도약패키지 성장촉진 상장촉진프로그램의 최종 선정 결과는 2019년 7월 19일에 발표되었습니다.'
 '20190719']",content,{'dummy': None}
b32d7b9e-f39a-414d-97ae-45209290f702,2018년 청소년 비즈쿨 운영지침 공지를 발행한 날짜는 언제인가요?,"[array(['content_437'], dtype=object)]",['2018년 청소년 비즈쿨 운영지침 공지를 발행한 날짜는 2018년 4월 10일입니다.' '20180410'],content,{'dummy': None}
1031e026-5270-4bba-9fb3-c532c741a026,"2020년 초기창업패키지 신규 주관기관 모집 공고의 FAQ 파일명은 무엇입니까?  
(답변: (별첨) 2020년 초기창업패키지 주관기관 모집 공고 FAQ.pdf)","[array(['content_595'], dtype=object)]","['질문에 답변해 드리면, 2020년 초기창업패키지 신규 주관기관 모집 공고의 FAQ 파일명은 ""(별첨) 2020년 초기창업패키지 주관기관 모집 공고 FAQ.pdf"" 입니다.'
 '(별첨) 2020년 초기창업패키지 주관기관 모집 공고 FAQ.pdf']",content,{'dummy': None}
9d1b3030-5e8d-415b-9702-39ad580cf382,스마트벤처창업학교 제2기 졸업식은 언제 개최되었습니다?,"[array(['content_163'], dtype=object)]","['문단에 따르면, 스마트벤처창업학교 제2기 졸업식의 개최일시에 대한 정보는 제공되지 않았습니다. 제공된 정보 중에서는 파일이 등록된 날짜가 2015년 4월 16일이라는 점만 확인할 수 있습니다. 따라서 정확한 졸업식 개최 날짜는 이 문단에서 알 수 없습니다.'
 '2015년 4월 16일']",content,{'dummy': None}
c7775cb6-36c9-4881-8158-25c582d1d894,2014년 동아대학교에서 실전창업강좌를 진행했습니까?,"[array(['content_82'], dtype=object)]","['네, 2014년 동아대학교에서 실전창업강좌를 진행했습니다. 해당 강좌는 일반인을 대상으로 교육생을 모집하는 내용이 포함되어 있습니다.'
 '네']",content,{'dummy': None}
ed8a9d44-d84f-4d2d-bd75-d4a490c5cd8f,스마트창작터 린스타트업 프로그램 최종데모데이 안내라는 공지의 등록일은 언제입니까?,"[array(['content_257'], dtype=object)]",['스마트창작터 린스타트업 프로그램 최종데모데이 안내라는 공지의 등록일은 2016년 4월 7일입니다.' '20160407'],content,{'dummy': None}
440366e6-08e0-4365-982a-93d1fc408a95,2015년 창업맞춤형사업화 지원사업 사업설명회는 언제 개최되었습니다?,"[array(['content_192'], dtype=object)]",['2015년 창업맞춤형사업화 지원사업 사업설명회는 2015년 7월 3일에 개최되었습니다.' '2015년 7월 3일'],content,{'dummy': None}
4691fa70-a197-4e37-b6c9-16c2bcbfe4f8,2018년 세대융합 창업캠퍼스 팀빌딩희망형 (예비)창업팀의 최종 선정 결과는 언제 발표되었습니까?,"[array(['content_453'], dtype=object)]","['2018년 세대융합 창업캠퍼스 팀빌딩희망형 (예비)창업팀의 최종 선정 결과는 2018년 6월 25일에 발표되었습니다.'
 '2018년 6월 25일']",content,{'dummy': None}
f17cbc57-df1f-4fba-815e-7333f67864cb,2014년 창업인턴제 선정자 공고는 언제 등록되었습니다?,"[array(['content_132'], dtype=object)]",['2014년 창업인턴제 선정자 공고는 2014년 8월 27일 등록되었습니다.' '20140827'],content,{'dummy': None}
4db7d72b-a9a9-4537-afe5-aad67e4d3374,2019년 베트남 하노이 국제무역엑스포에서 선정된 기업의 명단은 어떤 파일로 제공되었나요?,"[array(['content_515'], dtype=object)]","['2019년 베트남 하노이 국제무역엑스포에서 선정된 기업의 명단은 ""(붙임)2019년 베트남 하노이 국제무역엑스포 선정명단(게시용).pdf"" 파일로 제공되었습니다.'
 '(붙임)2019년 베트남 하노이 국제무역엑스포 선정명단(게시용).pdf']",content,{'dummy': None}
2f0595aa-2544-448a-a114-fe0ba171a254,2018년 성균관대학교 글로벌창업대학원 후기 신·편입생 모집 공고는 언제 등록되었습니다?,"[array(['content_441'], dtype=object)]",['2018년 성균관대학교 글로벌창업대학원 후기 신·편입생 모집 공고는 2018년 4월 26일 등록되었습니다.' '20180426'],content,{'dummy': None}
e5d2267e-1b4d-4466-bb7a-def8c1147e15,2016년 창업도약패키지 주관기관별 특화프로그램 소개자료는 언제 처음 공개되었습니다?,"[array(['content_275'], dtype=object)]","['2016년 창업도약패키지 주관기관별 특화프로그램 소개자료는 2016년 5월 19일 처음 공개되었습니다.'
 '2016년 5월 19일']",content,{'dummy': None}
328cfe35-dea0-4b9a-813a-b80e18e94e2c,2017년 창업인턴제 참여인턴(1차) 최종 선정 공지는哪一年发布了创业实习生计划第一轮最终选拔通知？,"[array(['content_364'], dtype=object)]",['2017年发布了创业实习生计划第一轮最终选拔通知。具体来看，通知发布于2017年5月8日。' '2017年'],content,{'dummy': None}
ebc04db6-80a6-4fa4-81e7-41c2adbebf2a,2014년 청년창업사관학교 심층심사 대상자 공지가 언제 발표되었습니다?,"[array(['content_29'], dtype=object)]",['2014년 청년창업사관학교 심층심사 대상자 공지는 2014년 3월 25일에 발표되었습니다.' '20140325'],content,{'dummy': None}
5f03d262-9eea-4174-8286-03f136478f6f,기술혁신 창업기업 지원사업 협약설명회는 언제 열립니까?,"[array(['content_506'], dtype=object)]","['提供的文本中并没有提到技术革新创业企业支持项目的协约说明会的具体日期。因此，无法回答协约说明会是在什么时候举行的。'
 '등록일 20190116']",content,{'dummy': None}
9a2e903a-657b-45fe-8306-8ce00cada107,2019년 창업도약패키지 최종선정 결과는 언제 발표되었습니다؟,"[array(['content_570'], dtype=object)]",['2019년 창업도약패키지 최종선정 결과는 2019년 9월 20일에 발표되었습니다.' '20190920'],content,{'dummy': None}
71a5ff55-35e9-4db8-8b21-df3952a05b5b,OPUS 입주신청서를 작성하려면 어떤 파일을 사용해야 합니까?,"[array(['content_24'], dtype=object)]","['OPUS 입주신청서를 작성하려면 ""OPUS 입주신청서.docx"" 파일을 사용해야 합니다.' 'OPUS 입주신청서.docx']",content,{'dummy': None}
0d66c395-1452-470e-afa2-cbc75e7da89f,2015년 창업맞춤형사업화 지원사업 주관기관 선정 공지는 언제 발표되었습니까?,"[array(['content_182'], dtype=object)]",['2015년 창업맞춤형사업화 지원사업 주관기관 선정 공지는 2015년 6월 5일에 발표되었습니다.' '2015년 6월 5일'],content,{'dummy': None}
