doc_id,contents,data_type,metadata
255,"담양군 1인 창조기업 지원센터
지원 대상: 타 직장에 재직하지 않은 예비창업자 및 창업 7년 이내 1인 기업
지원 예산 및 규모: (예산현황) 80백만원(정부지원금+군비) (지원규모) 입주기업 지정석 15석 운영 (자유석 5석 운영)
지원 내용: - 공간지원 : 사무공간, 교육실, 회의실, 휴게실 등 기업활동에 필요공간 무료 지원 - 사업화지원 : 창업단계별 사업화 활동 지원 - 교육지원 : 창업기초 및 사업화 교육, 사업 운영 관련 교육 등 실시 - 투자지원 : 투자기초교육, 실전 투자IR 피칭 프로그램 참여 지원 - 컨설팅지원 : 창업기업 애로해결을 위한 전문가 컨설팅 지원
사업 특성: 창업공간(집기) 무료 제공, 창업 관련 교육 및 행사 참가 지원, 창업지원 프로그램 운영, 창업 분야 전문가 멘토링 지원 등
사업 소개: 제조·지식서비스 분야의 창업아이템을 보유한 1인 예비창업자 및 7년 이내 기창업자에게사무공간 및 사업에 필요한 교육, 행사, 경영지원 등을 통해 창업 기회와 환경 제공
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
256,"담양군 창업보육센터 운영지원사업
지원 대상: 창업보육센터 내 입주기업
지원 예산 및 규모: (예산현황) 7백만원(군비) (지원규모) 창업보육센터 내 입주기업 10개사 내외
지원 내용: 경영지원, 기술지원, 지식재산권 및 인증지원, 마케팅지원, 네트워킹 등
사업 특성: 센터 입주기업들의 IT, 바이오, 생물산업 고부가가치 기술개발을 통한 제품개발 지원과 기업 맞춤형 지원을 통해 초기 기업 성장에 기여
사업 소개: 대학이 보유하는 인적·물적 네트워크를 활용하여 창업기업의 창업 성공률을 제고하고, 매출 증대 및 신규고용 창출을 통한 지역경제에 기여
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
257,"강진군 청년 창업 지원사업
지원 대상: ①~③요건을 모두 충족 ① (연령) 공고일 기준 만 19세 이상 45세 이하 ② (거주지) 공고일 기준 2개월 이상 강진군에 주민등록을 두고 거주 ③ (사업대상지) 강진 관내 사업장
지원 예산 및 규모: (예산현황) 1억원(군비) (지원규모) 5개소 내외
지원 내용: 개소당 최대 2,200만원(보조 2,000 자부담 200) (사업장 인테리어, 환경개선, 홍보물품 제작, 창업 기반 시설을 첨단시설로 설치, 기타 창업에 필요하다고 인정되는 사업)
사업 특성: -
사업 소개: 창업하는 데 필요한 비용을 지원하여 청년의 정착 기회 확대와 청년 인구 유입 촉진
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
258,"대학 특화 청년 창업 활성화 지원
지원 대상: 도내 청년 (예비)창업자
지원 예산 및 규모: (예산현황) 3.5억원(도비) (지원규모) 2개 대학 14개 팀(대학별 7개 팀)
지원 내용: 사업화자금, 투자유치, 창업공간 지원 등
사업 특성: 대학별 특화 창업분야 육성 지원
사업 소개: 대학 보유공간・장비・연구성과 등을 활용한 대학별 특화 비즈니스 모델을 정립하고 체계적인 실전형 청년 창업지원
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
259,"경남 자원연계형 로컬창업 활성화 지원
지원 대상: 경남 소재 예비창업자 또는 업력 7년 이내 기업
지원 예산 및 규모: (예산현황) 10억원 (지원규모) 30개 기업(팀)
지원 내용: 사업모델 구축 및 자원활용방법 등 교육, 액셀러레이팅, 사업화 자금
사업 특성: 인구감소지역 내 창업 육성 전문지원 프로그램
사업 소개: 도내 비도시권(인구감소지역)에 산재한 지역 특화 자원을 활용한 창업 활동을 통해 지역소멸을 막을 수 있도록 다양한 형태의 지역 창업을 지원
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
260,"창업·벤처투자 유치 지원사업
지원 대상: 도내 창업기업
지원 예산 및 규모: (예산현황) 84백만원(도비) (지원규모) 금융권 연계 IR 행사 지원 등
지원 내용: 도내 창업기업의 성장자금 유치 지원 프로그램 운영을 통한 경남기업의 스케일업 및 투자 활성화 - 금융기관 연계 IR 개최 - 소규모 지역 특화 IR 프로그램 개최 - 1대1 투자상담 및 네트워킹을 통한 투자유치 지원
사업 특성: -
사업 소개: 창업·투자 산업의 수도권 집중에 따른 도내 스타트업의 IR 역량강화 등 투자유치 지원
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
261,"C-블루윙 펀드 조성
지원 대상: 강소형스타트업, 4차산업, 연구개발특구 권역기업, 강소형 라이콘기업 등
지원 예산 및 규모: (예산현황) 12.8억원 (지원규모) 지역 유망 스타트업 투자금의 2배~3배 이상 투자
지원 내용: 유망 스타트업 발굴, IR 컨설팅, 투자검토 및 집행 - 벤처투자 매칭데이 : 투자사(VC)와 창업기업 간 투자유치 연계 및 네트워크 - 창창 IR데이 : IR데이 개최를 통한 유망기업 발굴 및 투자컨설팅 진행
사업 특성: -
사업 소개: 연차적 펀드 조성을 통한 市 재정의 지원 한계성을 극복하고 유망스타트업에 대한 펀딩 추진으로 지역 투자 생태계 조성
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
262,"청년기술창업수당 지원
지원 대상: 창원시 소재 3개월 이상 3년 이내 기술창업자 ※ 창원시 기술창업 지원 조례 [별표] 기술창업 업종, 자세한 요건은 공고문 게재
지원 예산 및 규모: (예산현황) 2억원(시비) (지원규모) 45명
지원 내용: 창업활동비 1인당 최대 450만원(월 최대 50만원×9개월간)
사업 특성: 체크카드 선(先)사용 후(後)환급/ 식비, 교통비 등 간접비 포함 지원
사업 소개: 초기 단계 기술창업자의 창업활동비 지원으로 생존율 제고 및 시장안착 기여
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
263,"창업기업(예비창업자)지원
지원 대상: 통영 소재 창업기업(예비창업자)
지원 예산 및 규모: (예산현황) 1.24억원 (지원규모) 창업기업(예비창업)사업화 지원 10개소
지원 내용: - 창업기업(예비창업) 전문멘토링 및 컨설팅 - 창업교육 프로그램 운영(창업, 예비창업) - 창업기업(예비창업) 사업화 지원
사업 특성: 통영 리스타트플랫폼을 기점으로 창업생태계를 구축하여 창업단계별 체계적인 지원
사업 소개: 창업기업(예비창업자)에 대하여 단계별 지원을 함으로써 성공적인 창업을 유도하여 지역경제 활성화에 기여
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
264,"스타트업 마케팅 강화 사업
지원 대상: 창업 7년 이내 기업
지원 예산 및 규모: (예산현황) 70백만원(시비)
지원 내용: 창업기업 마케팅 역량 강화 지원, 국내외 유망전시회 단체관 참가 지원
사업 특성: -
사업 소개: 창업기업의 브랜드 가치를 향상하고 온라인 판매를 지원함으로써 매출증대 및 기업 이미지 제고에 기여하기 위함
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
265,"거제시 로컬크리에이터 육성 사업
지원 대상: 거제지역 로컬크리에터 분야 예비창업자 및 7년 이내 창업자
지원 예산 및 규모: (예산현황) 1.4억원(시비)
지원 내용: 사업화자금 지원(예비창업자 2명 각 15백만원, 7년 이내 창업자 3명 각 20백만원), 전문창업교육 및 컨설팅 등
사업 특성: 지역 기반 자원을 활용한 콘텐츠 기획 및 사업화로 창업자와 지역의 동반성장 도모
사업 소개: 지역자원 기반의 혁신적인 아이디어를 보유한 로컬크리에이터(지역가치창업가) 육성으로 신규 일자리 창출 및 지역 가치 제고에 기여
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
266,"함안청년창업가 지속성장 지원 사업
지원 대상: - 혁신창업형: 미창업자 또는 창업 1년 이내 개인사업자 - 지속성장형: 22~24년 함안청년창업가 지원사업 창업팀
지원 예산 및 규모: (예산현황) &apos;23년 : 180,000천원, &apos;24년 : 300,000천원 (지원규모) 지원내용 참고
지원 내용: - 창업 성과가 우수한 창업가(청년) 사업고도화 자금지원<br>- 전문가 컨설팅·교육을 통한 사업계획 구체화 지원 등 <br> (지원규모)<br><div class=""information_list""><div class=""table_wrap""><table><caption>사업 연도, 창업팀, 사업화 자금, 비고로 구성된 표</caption><colgroup><col style=""width:20%""><col style=""width:20%""><col style=""width:20%""><col style=""width:40%""></colgroup><thead><tr><th>사업 연도</th><th>창업팀(개소)</th><th>사업화 자금(천원)</th><th>비고</th></tr></thead><tbody><tr><td>2023</td><td>6</td><td>30,000</td><td rowspan=""2"">심사평가 후 직접사업비 차등 지급</td></tr><tr><td>2024</td><td>7</td><td style=""border-right: 1px solid #c2c2c2;"">110,000</td></tr></tbody></table></div></div>
사업 특성: 지역특성과 고유한 자원을 활용하고 지역문제를 고민하고 지역사회와 상생하는 청년창업가 양성
사업 소개: 청년 창업의 지속 성장 지원을 통한 일자리 창출 및 청년창업가 양성
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
267,"우리지역 스타기업 만들기 사업
지원 대상: - 창업에 성공한 우수 청년 창업가에 대한 사업화 자금을 지원하여 사업규모를 확대하고 지역을 대표하는 스타기업으로 육성하여 청년 인구의 정착 및 창업 생태계를 조성하여 인구소멸 및 지방소멸에 대응코자 함
지원 예산 및 규모: (예산현황) 2.5억원 (지원규모) 총 3개팀
지원 내용: - 멘토링 및 컨설팅 - 사업화 자금 지원 및 시장 진입 및 확대, 박람회 참가
사업 특성: 지역특성과 고유한 자원을 활용하고 지역문제를 고민하고 지역사회와 상생하는 청년창업가 양성
사업 소개: 창업에 성공한 우수 청년창업가에 대한 사업화 자금을 지원하여 사업규모 확대 및 함안군을 대표하는 스타기업으로 발돋움할 수 있는 기반 구축
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
268,"창업하면 고성스쿨
지원 대상: - 연 령: 신청일 기준 18세 이상 49세 이하 청년 - 거주지: 2025. 1. 1. 이전부터 신청일 현재까지 계속해서 고성군에 주민등록이 되어 있는 자 ※ 타지역 거주자는 사업 대상자 선정일로부터 1개월 내 고성군으로 주소 이전 가능한 자 - 2025. 1. 1. 기준 예비 창업자 또는 사업을 개시한 날로부터 3년이 지나지 아니한 초기 창업자
지원 예산 및 규모: (예산현황) 1.2억원 (지원규모) 예비 창업자 또는 초기 창업자 8명
지원 내용: 창업활동비(1인 최대 15,000천 원) 및 창업 교육 프로그램 지원
사업 특성: 창업지원금(사업장 당 최대 15,000천 원) 및 창업 교육 프로그램 지원
사업 소개: 좋은 아이템과 기술력을 갖고 있는 청년들의 창업 지원을 통한 지역경제 활력 제고 및 청년 경제의 정착을 유도
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
269,"합천 청년·여성 창업지원사업
지원 대상: 합천군에서 신규로 창업을 희망하는 청년 또는 여성 (청년 : 만 19세 이상 ~ 만 39세 이하 남·여, 여성 : 만 19세 이상 ~ 만 60세 이하
지원 예산 및 규모: (예산현황) 50백만원 (지원규모) 2개소 (최대 2,500만원 지원)
지원 내용: 점포 임차료, 시설비, 기계·장비 구입비, 홍보비 등
사업 특성: -
사업 소개: 청년·여성 인재 발굴과 육성지원을 통한 지역 정착 유도 및 일자리 창출 기여 청년·여성 창업 활성화를 위한 창업비용을 지원하여 지역경제활동인구 확보
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
270,"(경북도) G-Star Dreamers 스타트업 육성지원
지원 대상: 도내 소재 7년 미만 벤처·스타트업 10개사
지원 예산 및 규모: (예산현황) 500백만원(도비 250, 기타 250)
지원 내용: 창업 초기 스타트업 대상 액셀러레이팅 및 사업화 지원 - 기업별 전문가 매칭 컨설팅(투자, 대기업 멘토, 법률) - 시제품 고도화, 마케팅, 판로개척 등 사업화 지원 - AC/VC 연계 기업별 맞춤형 투자유치 전략 수립 - 연계 프로그램(보육공간, 투자연계)를 통한 성장 지원
사업 특성: 전문 액셀러리이팅 매칭, 사업화 지원금 지원, 외부 투자유치 연계
사업 소개: 도내 우수 아이디어를 보유하고 있는 창업기업을 대상으로 액셀러레이팅 지원을 통한 지역 혁신형 창업기업 발굴 및 다양한 연계지원
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
271,"(경북도) 경북 TIPS(기술창업) 프로그램
지원 대상: 7년 미만 도내 벤처‧스타트업 11개사
지원 예산 및 규모: (예산현황) 200백만원(도비 150, 기타 50)
지원 내용: 도내 기업의 TIPS 선정 지원 - 중기부 TIPS 파트너사와 협업하여 전담 프로그램 운영 및 컨설팅 지원 - 기업의 제품 개발, 사업화 등 기업 역량 강화 지원(사업화자금 바우처 지급) - 스타트업과 AC/VC와의 네트워크를 구축하여 추후 외부투자 유치 지원
사업 특성: - 2023년 지원기업 10개사 중 9개기업 중기부 TIPS 공모사업 최종선정 - 2024년 지원기업 11개사 중 10개기업 중기부 TIPS 공모사업 최종선정
사업 소개: 경북창조경제혁신센터에서는 지역의 우수 스타트업의 창업성공률 제고와 민간주도 기술창업(TIPS)활성화
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
272,"(경북도) 경북 예비유니콘 성장지원사업
지원 대상: 우수 기술력 및 성장 가능성을 검증받은 기업(7개사 선정) - 공모선정 및 대기업(삼성, 포스코) 추천
지원 예산 및 규모: (예산현황) 400백만원(도비)
지원 내용: - 우수한 기술력과 성장가능성을 검증받은 기업을 대상으로 체계화된 지원 프로그램을 통한 예비유니콘 성장 지원 - 대기업과 협업체계 구축으로 기술검증?도입(협력파트너 선정), 인프라 제공, 제품개발?고도화를 위한 현장 기술전문가 멘토링 등을 지원
사업 특성: -
사업 소개: 우수한 기술력과 성장가능성을 검증받은 도내 창업·벤처기업을 발굴하여 지역을 대표하는 유니콘 기업으로 육성
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
273,"(경북도) 경북 청년CEO 심화육성 지원
지원 대상: 만39세 이하 3년 이내 창업기업
지원 예산 및 규모: (예산현황) 7.2억원(도비) (지원규모) 3년 이내 창업기업(25명)
지원 내용: 창업 사업화에 소요되는 사업화 자금, 교육 및 멘토링
사업 특성: 창업공간, 시제품제작, 마케팅 등 맞춤형 창업활동 지원
사업 소개: 지역 내 초기 청년예비창업가 중 우수 청년창업가에 대한 지속적 관리․지원을 통해 지역의 대표적 청년기업으로 육성
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
274,"(경북도) 북부권 청년창업지원센터 운영
지원 대상: 도내 만 39세 이하의 창업 3년 미만 청년CEO
지원 예산 및 규모: (예산현황) 6.15억원(도비 5, 시비 1.05, 대학 0.1) (지원규모) 청년CEO 20팀 지원
지원 내용: 창업활동비(상품화제작비, 시장개척홍보비 등), 창업교육 및 컨설팅
사업 특성: -
사업 소개: 경북 북부권 청년창업 수요를 충족할 수 있는 센터 운영으로 청년창업기업 발굴·육성 및 북부권 청년창업 거점역할 수행
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
275,"(경북도) 경북청년예비창업가육성지원
지원 대상: 도내 만 39세 이하 예비청년창업가 또는 창업 1년 이내인 자
지원 예산 및 규모: (예산현황) 13.5억원(도비 4.05, 시군비 9.45) (지원규모) 경북 22개 시군 90팀 지원
지원 내용: 사업화자금지원, 상품화제작, 시장개척, 창업컨설팅 등
사업 특성: -
사업 소개: 좋은 아이템과 기술력을 갖고 있는 예비 또는 초기 청년창업가들에게 사업화지원으로 청년창업 촉진
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
276,"(포항시) 포항창조경제혁신센터 사업운영
지원 대상: 벤처 및 중소기업(사업화 지원금-사업자 등록상 포항시 소재), 지역 (예비)창업자, 지역 대학(원)생, 창업에 관심있는 시민 등
지원 예산 및 규모: (예산현황) 시비 400백만원 (지원규모) 사업별 상이
지원 내용: 중소벤처기업 기술 혁신 사업화 지원, 지역 창업 활성화 행사, 창업 기본역량 향상 교육 등
사업 특성: 청년 친화형 벤처 스타트업 공간 ‘체인지업그라운드 포항’을 통한 지역 우수 벤처기업 육성 지원
사업 소개: 지역내 우수한 인력과 과학적 인프라를 활용한 벤처창업 및 포항형 일자리 창줄 중소·벤처기업 현장 기술고충 해소 및 역량 혁신을 통한 기업 경쟁력 확보
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
277,"(영천시) 벤처기업 집적시설 입주기업 역량강화사업
지원 대상: 벤처기업 집적시설 내 입주 기업
지원 예산 및 규모: (예산현황) 65백만원(예산 심의안) (지원규모) 벤처기업 집적시설 내 입주기업 5개 사
지원 내용: - (기술지원) 사업화지원, 국내외 지식재산권 출원/등록 및 인증획득 등 - (사업화지원) 시제품 제작 및 고급화, 국내외 전시 박람회 참가 등
사업 특성: 입주기업의 애로사항 및 기업 지원 수요 맞춤형 지원으로 기업역량 강화
사업 소개: 벤처기업의 경쟁력 향상 도모를 위해 시제품 제작, 홍보 및 마케팅, 인증 등을 지원하여 기업의 즉각적인 성과 창출 유도
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
278,"김천시 청년 창업 공간 지원사업
지원 대상: 공고일 현재 김천시 거주·거주예정인 19세 ~ 39세 이하 청년 예비창업가로 신청제외 사유에 해당되지 않는 자
지원 예산 및 규모: (예산현황) 2025년 예산 80백만원 (지원규모) 청년창업자 총 8명 정도
지원 내용: 점포 리모델링 비용 및 임차료 지원 (최대 10백만원) - 리모델링비 최대 5백만원 (500천원/3.3㎡) - 임차료 최대 월 0.5백만원 (50천원/3.3㎡) X 최대 10개월
사업 특성: 김천시 내 빈 점포(읍·면지역, 김천시 원도심 도시재생 활성화 지역-평화남산동·자산동 가점 부여)
사업 소개: 참신하고 유망한 사업아이템을 가진 청년인재를 발굴하여 청년일자리를 창출하고 지역 경제 활성화를 도모
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
279,"김천시 청년CEO 육성사업
지원 대상: 예비 또는 창업 1년 이내 창업자(2024. 2.이후 사업자 등록자)
지원 예산 및 규모: (예산현황) 60백만원(도비 18, 시비 42) (지원규모) 1팀당 1,200만원
지원 내용: 시설지원, 창업교육 및 컨설팅, 창업활동비, 프로그램 운영 장소 지원
사업 특성: 예비창업가 발굴에서 사업화까지 체계적 지원을 통한 창업생태계 조성
사업 소개: 아이디어와 기술력을 가진 청년들의 창업을 통한 일자리 창출
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
280,"청년창업 지역정착 지원사업
지원 대상: 39세 이하 전국 청년
지원 예산 및 규모: (예산현황) 50백만원 (지원규모) 2개 청년창업팀(개인또는 최대2명 팀 구성)
지원 내용: 청년 1인당 사업화자금 및 활동비 최대 2년간 지원(1인 기준 20백만원)
사업 특성: - 사업효율성 및 지역정착률을 높이기 위한 사전프로그램 운영 - 지역자원 조사를 통한 사업아이템 발굴, 사업 구체화 기회 제공
사업 소개: 청년의 지역 유입과 정착을 통해 일자리창출과 지역 활력 촉진
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
281,"G스타트업 예비창업 지원
지원 대상: 만18세~45세 도내 창업이 가능한 예비창업자 또는 업력 1년 미만 창업자
지원 예산 및 규모: (예산현황) 6억원(도비) (지원규모) 15명(예정)
지원 내용: 사업화 자금 지원 및 창업기초 교육프로그램 지원
사업 특성: 창업시 부가가치 창출이 높은 이공계기반 기술창업자 지원
사업 소개: 혁신적이고 우수한 창업 아이디어를 가진 (예비)청년창업가를 발굴·육성하여 도내 창업활성화 도모
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
282,"G스타트업 초기창업 지원
지원 대상: 업력 1년~3년미만 창업가
지원 예산 및 규모: (예산현황) 5.5억원(도비 2, 민간 3.5) (지원규모) 15명(예정)
지원 내용: 사업화 자금 지원 및 창업 교육프로그램(마케팅, 투자 등) 지원
사업 특성: 창업시 부가가치 창출이 높은 이공계기반 기술창업자 지원
사업 소개: 초기창업기업의 사업화 자금 및 전문 AC프로그램 지원을 통한 지속적인 성장 및 시장경쟁력 강화 도모
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
283,"G스타트업 창업도약 지원
지원 대상: 업력 3년~7년 미만 창업자
지원 예산 및 규모: (예산현황) 3억원(도비) (지원규모) 10명(예정)
지원 내용: 사업화 자금 지원 및 창업 교육프로그램(판로확대, 투자 등) 지원
사업 특성: 창업시 부가가치 창출이 높은 이공계기반 기술창업자 지원
사업 소개: 도약기 창업기업의 데스밸리 극복을 통한 생존율 제고 및 매출극대화를 위한 제품경쟁력 강화
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
284,"강원 로컬벤처기업 성장단계별 육성사업
지원 대상: 예비창업자 및 업력 1년 ~ 7년 미만
지원 예산 및 규모: (예산현황) 7억원(도비) (지원규모) 20명(예정)
지원 내용: 사업화 자금 지원 및 창업 교육프로그램 지원
사업 특성: 지역의 문화, 자연환경 자원 등을 소재로 창의성과 혁신을 통해 사업적 가치를 창출하는 로컬벤처 기업 발굴·육성
사업 소개: 지역의 잠재적 가치를 활용한 비즈니스모델인 「강원 로컬벤처기업」의 육성을 통해 지역경제 활성화 및 양질의 일자리 창출 추진
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
285,"반려동물산업 창업 및 영업 지원
지원 대상: 반려동물산업분야 예비창업자(춘천시민), 춘천시 소재 반려동물 산업 분야 사업체 : 사료(간식), 의약품 및 의료기기, ICT제품, 용품제조업(미용, 패션, 가구, 생활) 등
지원 예산 및 규모: (예산현황) 1.5억원 (지원규모) 약 10개 창업팀(창업지원 5, 영업지원 5)
지원 내용: - 창업지원: (예비창업자) 교육·멘토링, 창업 아이디어 경진대회 개최, 사업화 지원 - 영업지원: (기 사업체) 판로개척 마케팅 지원, 사업고도화 컨설팅 지원
사업 특성: -
사업 소개: ○ 특화 창업지원체계 구축으로 반려동물산업 선도도시 조성&lt;br/&gt; ○ 반려동물산업 기반 조성으로 미래 지역산업 육성
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
286,"청년창업 희망키움 사업
지원 대상: 18~45세 청년 창업자
지원 예산 및 규모: (예산현황) 1억원 (지원규모) 예비·초기 창업자 6명
지원 내용: 사업화 자금 및 교육 프로그램 지원
사업 특성: 창업교육 및 멘토링 지원, 업무를 위한 공유공간 제공, 「강릉유랑」브랜드 인증
사업 소개: 유망사업 아이템 보유한 청년 창업자 대상으로 맞춤형 사업비 지원으로 창업 성공률 증대
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
287,"홍천군 청년창업 지원사업
지원 대상: 신청일 기준 홍천군에 거주하는 만19~47세의 예비창업자 또는 3년 미만 기존 창업자
지원 예산 및 규모: (예산현황) 1.9억원 (지원규모) 10명
지원 내용: 시설개선비(600만원/1회 한도), 임대료(50만원/월 한도, 2년)
사업 특성: 음식점업 지원 제외 단, 지역특산물을 활용한 음식점 가능(홍천 찰옥수수, 늘푸름 홍천 한우, 홍천 인삼, 홍천 잣, 홍천 쌀, 단호박, 사과, 오미자 등 원산지가 홍천군인 특산물을 활용한 대표 메뉴 포함 전체의 50% 이상 구성)
사업 소개: 우리군 청년창업가의 신규 창업을 지원하고 장려하여 지역경제를 활성화하고 청년의 경제활동 참여를 유도
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
288,"영월군 청년 창업육성 지원사업
지원 대상: 18세 이상 39세 이하
지원 예산 및 규모: (예산현황) 3.28억원 (지원규모) 11개소
지원 내용: 창업지원 최소 20,000천원 ~ 최대 50,000천원(자부담 20%)
사업 특성: 창업교육 연계 및 유턴청년 지원
사업 소개: 청년들의 창업활동을 지원함으로써, 지역청년들의 경제활동을 지원하고 교육, 취업 등 유턴청년들의 지원을 통하여 지역정착 발판마련
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
289,"창업보육센터 입주기업 지원사업
지원 대상: 영월군창업보육센터 입주기
지원 예산 및 규모: (예산현황) 25백만원 (지원규모) 5개 기업
지원 내용: 시제품, 지적재산권 홍보마케팅 비용 지원
사업 특성: 입주기업 타겟 지원으로 입주기업의 실질적 지원
사업 소개: 영월군 창업보육센터 입주기업의 우수 아이디어 및 아이템의 제품화를 위한 시제품 제작, 디자인, 지식재산권, 홍보마케팅 등 체계적 지원을 통한 혁신 창업기업 육성
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
290,"희망점포 청년 창업 지원사업
지원 대상: 철원군 거주 만18세 이상 ~ 만49세 이하의 예비 창업자
지원 예산 및 규모: (예산현황) 2.5억원(위탁사업비) (지원규모) 10팀
지원 내용: - 시설 리모델링 및 시설장비 임차료 등 1인(팀)당 최대 20,000천원 ※자부담 30% - 창업관련 교육 및 멘토링 지원
사업 특성: - 2024년도부터 자체추진 방식에서 전문기관 위탁 방식으로 변경 운영 - 지속적이고 안정적인 창업을 할 수 있도록 체계적인 프로세스 운영
사업 소개: 청년층 창업지원을 통한 초기 창업비용 부담을 해소하고 맞춤형 컨설팅 지원으로 성공적인 창업을 견인하고 지역정착을 유도하여 일자리 창출 도모
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
291,"청년창업 및 빈점포 창업 지원사업
지원 대상: 예비창업자
지원 예산 및 규모: (예산현황) 0.5억원 (지원규모) 3명
지원 내용: 리모델링 비용, 임차료 등 창업 지원(별도 교육 실시)
사업 특성: 사전창업교육 이수 후 대상자 선정(교육 미이수시 심사제외)
사업 소개: 지역 청년 및 중·장년층에게 창업기회 지원을 통한 일자리 마련으로 지역정착 유도 및 지역경제 활성화에 기여
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
292,"고성평생살기, 청년 창업 지원
지원 대상: 예비·초기(2년이내) 청년 창업자
지원 예산 및 규모: (예산현황) 75백만원 (지원규모) 예비·초기 창업자 5팀 (팀당 최대 15,000천원)
지원 내용: 홍보비, 창업준비·운영비, 재료비, 임대료 등 사업관련 소모성 물품 구입비 연간 15,000천원 지원
사업 특성: 홍보비, 창업준비·운영비, 재료비, 임대료 등 사업관련 소모성 물품 구입비 연간 15,000천원 지원 (임차료는 총사업비의 30%미만 편성가능, 자산성 물품 구입 불가)
사업 소개: 관내 청년 창업지원을 통해 미래 청년 일거리 창출 기반을 조성하고, 청년들의 지역 정착을 유도하여 지역경제 활성화 제고
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
293,"스타트업 전북 챌린지 사업
지원 대상: 전북 지역 주력산업 및 10대 초격차 분야 등 전국 소재(전북특별자치도 제외) 사업자 등록이 되어있는 7년 이내 창업기업
지원 예산 및 규모: (예산현황) 2억원(도비) (지원규모) 도외 기술기반 창업기업 20개사(1단계 20개사 → 2단계 10개사 → 최종 5개사)
지원 내용: 투자유치 역량 강화(투자사 1:1 매칭, IR 고도화 등), 집중 육성 지원(최종 선정창업기업 사업화자금[최대 3천만원] 지원, TIPS운영사 및 오픈 이노베이션 연계 등)
사업 특성: 전북특별자치도 주력산업 분야를 연계·지원하여 창업기업 집중 육성
사업 소개: 전북 지역 주력산업을 중심으로 전북에서 기회와 역량을 높일 수 있는 우수한 아이디어를 보유한 출향 및 도외 창업기업을 발굴하여 도내로 유치하고 투자 연계 지원
사업 구분 코드: cmrczn_Tab1
사업 연도: 2025",business,{'dummy': None}
